城市|职位名称|公司名称|薪资|地点|经验|学历|公司性质
济南|Python开发|奥维数字科技有限公司|1.2-1.6万|济南·市中·大观园|3-5年|本科|民营
济南|C/JAVA/C++/Python/JS软件开发工程师|外企德科数字技术有限公司|1.5-3万·14薪|济南·历下·龙洞|经验不限|本科|合资
济南|python开发工程师 国企|深圳市睿服科技有限公司|1-1.3万|济南·历城·孙村|3-5年|本科|民营
济南|双休-python讲师（各大普本院校授课）|大圣光华教育|1-1.5万|济南·历城·山大路|1-3年|本科|民营
济南|软件开发（多语言 Java Python C/C++js等测试）|外企德科数字技术有限公司|1.2-2.4万|济南·历下·姚家|经验不限|本科|合资
济南|软件研发工程师（python）|浪潮集团|9000-15000元|济南·历下·舜华路|经验不限|本科|国企
济南|调度PYthon工程师周歇二|河南恒森人力资源有限公司|1.3-1.6万|济南·莱芜·港沟|经验不限|学历不限|民营
济南|软件开发工程师（Java/C++/C测试/python/JS/）|外企德科数字技术有限公司|1.5-3万·14薪|济南·历下·姚家|经验不限|本科|合资
济南|python软件工程师|北京沃汇博软件科技有限公司|1.5-1.7万|济南·历城·港沟|3-5年|学历不限|民营
济南|调度研发PYTHON专员|河南恒森人力资源有限公司|1.3-1.5万|济南·莱芜·港沟|经验不限|学历不限|民营
济南|Java/C/C++/Python/JS 软件开发测试工程师|外企德科数字技术有限公司|1.5-2.8万·14薪|济南·历下·龙洞|经验不限|本科|合资
济南|PYTHON软件程序员|南京太能塔信息科技有限公司|1.3-1.4万·13薪|济南·钢城·港沟|经验不限|学历不限|民营
济南|python开发工程师|山东中和数安信息科技有限公司|1-1.5万|济南·市中·大观园|3-5年|本科|民营
济南|python后端开发工程师|外企德科数字技术有限公司|1.2-2.4万·14薪|济南·历下·姚家|经验不限|本科|合资
济南|Python爬虫开发工程师|山东易构软件技术股份有限公司|1-1.5万·13薪|济南·历下·舜华路|3-5年|本科|民营
济南|python爬虫工程师|山东辰华科技信息有限公司|1-1.5万|济南·历下·姚家|3-5年|本科|民营
济南|java/c/python/测试 双休 高薪 五险一金|外企德科数字技术有限公司|1.5-3万·14薪|济南·历下·龙洞|经验不限|本科|合资
济南|Python全栈开发工程师(J10749)|齐鲁制药|面议|济南·历城·港沟|3-5年|本科|民营
济南|Python 高级软件工程师|神思电子|面议|济南·历下·舜华路|3-5年|本科|国企
济南|Python开发工程师|山东智慧译百信息技术有限公司|8000-15000元|济南·历城·唐冶|3-5年|本科|民营
济南|初级软件开发工程师(Python/Shell)(RD44)|浙江宇视科技有限公司|7000-14000元|济南·历城·港沟|经验不限|本科|民营
济南|python爬虫工程师|山东辰华科技信息有限公司|7000-13000元|济南·历下·姚家|3-5年|本科|民营
济南|Python开发工程师|山东易构软件技术股份有限公司|1-1.5万·13薪|济南·历下·舜华路|3-5年|本科|民营
济南|python后端高级工程师|山东北落师门信息科技有限公司|1.6-2万|济南·历城·孙村|3-5年|本科|民营
济南|python开发工程师-S3781W|泉意光罩光电科技(济南)有限公司|1.3-2万|济南·章丘·高官寨|5-10年|本科|民营
济南|Python开发工程师|山东易构软件技术股份有限公司|6000-11000元·13薪|济南·历下·舜华路|1-3年|本科|民营
济南|中高级python开发工程师|拓锶(山东)信息科技有限公司|8000-16000元|济南·历下·智远|3-5年|大专|民营
济南|Python 后端工程师（可远程）|神思电子|面议|济南·历下·舜华路|1-3年|本科|国企
济南|PYthon开发工程师|中电信数智科技有限公司山东分公司|1-2万·13薪|济南·历下·舜华路|5-10年|本科|国企
济南|python开发工程师(中高级)|山东云中谷信息科技有限公司|8000-12000元|济南·天桥|3-5年|大专|民营
济南|高级Python开发工程师|泰斗数字科技有限公司|1-1.2万|济南·市中·大观园|3-5年|本科|民营
济南|Java为主，熟悉Python（驻场外包）|济南盛联信息技术有限公司|9000-12000元|济南·历下·舜华路|3-5年|本科|民营
济南|软件研发工程师（java/c/python）|浪潮集团|1.2-2.4万|济南·历下·舜华路|经验不限|硕士|国企
济南|研发工程师（java/python/C/C++/GO】）|山东中网云安智能科技有限公司|5000-10000元|济南·历下·龙洞|经验不限|本科|民营
济南|python高级研发工程师|山东融科数据服务有限公司|8000-11000元|济南·历城·港沟|3-5年|本科|民营
济南|python|数字鲸鱼(山东)能源科技有限公司|1-1.5万|济南·市中·大观园|3-5年|本科|民营
济南|python实习生|济南超级计算技术研究院|50-100元/天|济南·历城·巨野河|经验不限|本科|民营
济南|python开发|软通动力信息技术(集团)股份有限公司|8000-9000元|济南·槐荫·张庄路|3-5年|本科|民营
济南|Python后端开发工程师|北京万古恒信科技有限公司|1.3-1.8万|济南·历下·舜华路|经验不限|本科|民营
济南|初级python爬虫工程师|山东致群信息技术股份有限公司|6000-10000元|济南·历下·智远|1-3年|本科|民营
济南|Python开发工程师|四川食铁兽业财信息技术有限公司山东分公司|6000-10000元|济南·历城·东风|1-3年|本科|民营
济南|python开发工程师|山东思域智能科技有限公司|1.1-1.7万|济南·市中·大观园|1-3年|本科|民营
济南|python开发工程师|济南海文尚投软件有限公司|9000-18000元·13薪|济南·历下·舜华路|1-3年|本科|民营
济南|Python开发工程师|济南中研软信息科技有限公司|1.1-1.8万|济南·槐荫·兴福|3-5年|本科|民营
济南|python高级开发工程师|山东思域智能科技有限公司|1.2-2万·13薪|济南·市中·大观园|1-3年|本科|民营
济南|软件开发工程师|山东胜软科技股份有限公司|9000-15000元|济南·历城·港沟|经验不限|本科|民营
济南|规划控制算法工程师|中国华戎科技集团有限公司|2-3万·13薪|济南·历下·龙洞|5-10年|硕士|民营
济南|云脚本调试专员（二休）|南京太能塔信息科技有限公司|1.3-1.4万|济南·钢城·港沟|经验不限|学历不限|民营
济南|后端软件工程师|山东交控科技有限公司|8000-15000元|济南·槐荫|3-5年|本科|民营
济南|算法工程师 （运筹优化方向）|青岛方天智能技术有限公司|1.1-2万|济南·历下·舜华路|3-5年|本科|民营
济南|研发工程师|外企德科数字技术有限公司|1.3-2.6万·14薪|济南·历下·龙洞|经验不限|本科|合资
济南|编程老师+六险一金（多家校区可就近安排）|山东乾云信息科技集团有限公司|5000-8000元|济南·历下·智远|1-3年|大专|国企
济南|软件开发工程师|英科医疗科技股份有限公司|1.1-1.7万·13薪|济南·历城·港沟|1-3年|本科|民营
济南|机构科技编程课后老师|济南众业成达教育咨询有限公司|4000-5000元|济南·槐荫·振兴街|经验不限|本科|民营
济南|研发工程师|浪潮集团|1.3-1.8万·14薪|济南·历下·舜华路|经验不限|学历不限|国企
济南|服务器维护工程师|山东联北信息科技有限公司|5000-7000元|济南·历下·智远|1-3年|大专|民营
济南|算法工程师|济南中科核技术研究院|1.5-2.5万·14薪|济南·济阳·崔寨|1-3年|硕士|民营
济南|高级嵌入式软件开发工程师|山东卡尔电气股份有限公司|1.3-1.9万·13薪|济南·历下·智远|5-10年|本科|民营
济南|软件实施交付工程师(接受省内长期出差)|东华软件股份公司|7000-12000元|济南·历下|经验不限|本科|民营
济南|开发岗/不限语言(接受考研失败，应届可投）|外企德科数字技术有限公司|1.8-3.5万·16薪|济南·历下·姚家|经验不限|本科|合资
济南|大数据开发工程师|山东中软国际数智科技有限公司|1.5-2.2万|济南·历城·孙村|经验不限|本科|民营
济南|java软件工程师|山东易诚智能装备有限公司|8000-16000元|济南·历城·王舍人|5-10年|本科|民营
济南|java开发(大厂+接受无经验+考研考公断档)|外企德科数字技术有限公司|1.4-2.8万|济南·历下·姚家|经验不限|本科|合资
济南|高级全栈工程师|山东博弘信息技术有限公司|1-1.5万|济南·历下|3-5年|学历不限|民营
济南|软件研发工程师-山东济南|北京众泰祥云科技发展有限公司|7000-9000元|济南·槐荫·营市街|经验不限|硕士|民营
济南|软件开发工程师（线上面试）|外企德科数字技术有限公司|1.5-3万|济南·历下·姚家|经验不限|本科|合资
济南|java软件开发工程师 （ 国企）|深圳市睿服科技有限公司|8000-12000元|济南·历城·孙村|3-5年|本科|民营
济南|智能体开发工程师|山东恒道信息技术有限公司济南分公司|2.5-5万|济南·历下·智远|1-3年|本科|民营
济南|算法工程师|山东国科数控科技有限公司|1-1.6万|济南·市中·兴隆|经验不限|本科|民营
济南|QT C++ 框架开发工程师|华澜能源(山东)有限公司|6000-12000元|济南·历下·智远|3-5年|本科|民营
济南|智能体开发工程师|山东恒道信息技术有限公司济南分公司|2.5-5万|济南·市中·魏家庄|1-3年|本科|民营
济南|算法工程师|山东佰泰丰信息科技有限公司|1.4-2.8万|济南·历城·港沟|3-5年|硕士|民营
济南|人工智能研究员（2026届校招提前批启动）|浪潮集团|1.2-1.6万|济南·历下·解放路|经验不限|硕士|国企
济南|双休！工科老师（就近安排）|冷湖实验室（全国）|8000-16000元|济南·市中·大观园|经验不限|本科|民营
济南|规控算法工程师|济南科亚电子科技有限公司|1-2万|济南·天桥·桑梓店|3-5年|硕士|民营
济南|人工智能研发岗（高级软件开发）五险一金+双休|山东数昶数字技术有限公司|1.2-1.8万|济南·历下·舜华路|3-5年|本科|民营
济南|单片机工程师|济南赛成电子科技有限公司|1.2-2万|济南·历城·唐冶|5-10年|本科|民营
济南|ETL银行大数据开发|山东北落师门信息科技有限公司|1.1-1.2万|济南·历城·孙村|3-5年|本科|民营
济南|等保测评师|新潮信息|6000-12000元|济南·历城·港沟|1-3年|本科|民营
济南|Java高级开发工程师|北京双泽维度信息技术有限公司|1-1.5万|济南·历下·舜华路|5-10年|本科|民营
济南|数据开发工程师|山东星火教育科技集团股份有限公司|1-1.5万|济南·历城·港沟|3-5年|本科|民营
济南|测试工程师|青岛启筑熵建筑工程有限公司|1-1.2万·13薪|济南·市中·十六里河|1-3年|本科|民营
济南|CV算法高级工程师|神思电子|面议|济南·历下·舜华路|5-10年|硕士|国企
济南|设备监测与诊断高级软件工程师(J10224)|普联软件股份有限公司|1-1.5万|济南·历城·港沟|3-5年|本科|民营
济南|AI工程师|齐鲁制药|面议|济南·历城·港沟|1-3年|硕士|民营
济南|中级etl数据开发工程师|浪潮集团|8000-12000元|济南·历城·孙村|3-5年|本科|国企
济南|数据开发工程师(J10218)|普联软件股份有限公司|9000-12000元|济南·历城·港沟|1-3年|本科|民营
济南|中级java开发工程师|山东新睿信息科技有限公司|7000-10000元|济南·历下·智远|3-5年|本科|民营
济南|高级数据开发工程师|杭州星辰禾帆人力资源有限公司|1.3-2.6万|济南·历城·港沟|3-5年|学历不限|民营
济南|高级嵌入式软件工程师|慧族网络科技发展(济南)有限公司|1-1.5万|济南·历下·智远|5-10年|学历不限|民营
济南|软件开发工程师|弘庚咨询有限公司|1-1.5万|济南·历下·姚家|5-10年|本科|民营
济南|UE5美术工程师 C++|山东鸿清数字技术有限公司|6000-12000元|济南·槐荫·张庄路|1-3年|大专|民营
郑州|python后端开发工程师|宁德岭阳电子科技有限公司|7000-14000元·14薪|郑州·金水·祭城路|1-3年|大专|民营
郑州|Python开发工程师|濮阳市鹿特科技有限公司|5000-6000元·13薪|郑州·金水·丰产路|经验不限|学历不限|民营
郑州|python爬虫--双休、食堂、七险一金|软语科技|7000-10000元|郑州·中牟|1-3年|大专|民营
郑州|python架构师|郑州大腕文化传播有限公司|1.1-1.5万|郑州·中原·林山寨|5-10年|本科|民营
郑州|python后端开发工程师|濮阳市鹿特科技有限公司|5000-6000元·13薪|郑州·金水·丰产路|经验不限|学历不限|民营
郑州|python(AI应用开发)|威科姆|1.5-2.5万|郑州·中原·沟赵|3-5年|硕士|民营
郑州|python数据处理双休|河南钧兴智能科技有限公司|1-1.1万·13薪|郑州·郑东新区·祭城路|经验不限|学历不限|民营
郑州|Python实习生|河南锐伴传媒科技有限公司|6000-9000元·13薪|郑州·金水·丰庆路|经验不限|学历不限|民营
郑州|中高级python爬虫工程师|河南海一云商实业集团有限公司|9000-15000元|郑州·二七区·淮河路|5-10年|大专|民营
郑州|python初级程序员（实习岗）|上海玉带信息技术有限公司|1000-2000元|郑州·二七区·淮河路|经验不限|大专|民营
郑州|python算法工程师|郑州海铭威科技有限公司|1-1.6万|郑州·管城·圃田|1-3年|本科|民营
郑州|python高级爬虫工程师|海天工程咨询有限公司|1-1.3万|郑州·金水·祭城路|3-5年|本科|民营
郑州|郑州初级python开发工程师(要会一些前端)|上海玉带信息技术有限公司|4000-6000元|郑州·二七区·淮河路|经验不限|大专|民营
郑州|Python实习生|郑州星诺信息技术有限公司|7000-9000元|郑州·金水·经八路|经验不限|大专|民营
郑州|python爬虫工程师|海天工程咨询有限公司|8000-10000元|郑州·金水·祭城路|1-3年|本科|民营
郑州|郑州python实习全栈|上海玉带信息技术有限公司|1000-2000元|郑州·二七区·淮河路|经验不限|学历不限|民营
郑州|python/c++少儿编程老师|郑州市中原区比创科技培训有限公司|5000-10000元|郑州·中原·石佛|经验不限|大专|民营
郑州|python爬虫工程师|海天工程咨询有限公司|8000-10000元|郑州·金水·祭城路|3-5年|本科|民营
郑州|郑州python实习全栈开发工程师|上海玉带信息技术有限公司|1000-2000元|郑州·二七区·淮河路|经验不限|大专|民营
郑州|Python工程师|峰华铁信|8000-15000元|郑州·二七区·建中街|1-3年|本科|民营
郑州|Python开发工程师|山东永川科技有限公司郑州分公司|1-1.5万|郑州·中原·林山寨|1-3年|本科|民营
郑州|Python开发工程师|迈锐德实业|6000-8000元|郑州·金水·圃田|3-5年|本科|民营
郑州|Python开发工程师|滑县巨旺商贸有限公司|6000-9000元|郑州·金水·文化路|经验不限|大专|民营
郑州|Python开发工程师|北京合众伟奇科技股份有限公司|1-1.8万|郑州·中原·沟赵|3-5年|本科|民营
郑州|python后端开发工程师|澳家星(河南)供应链有限公司|8000-16000元|郑州·金水·兴达路|3-5年|本科|民营
郑州|python后端开发工程师|河南师问源培创新教育科技研究院|9000-14000元|郑州·惠济·迎宾路|3-5年|本科|民营
郑州|python讲师|河南奇酷信息科技有限公司|4000-5000元/周|郑州·金水·南阳路|1-3年|大专|民营
郑州|Python人工智能高级讲师|郑州航空港区华师工业智能中等专业学校|5000-10000元|郑州·新郑·八千乡|3-5年|本科|民营
郑州|Python开发工程师|河南九御博电电气工程有限公司|8000-16000元|郑州·金水·兴达路|经验不限|大专|民营
郑州|python开发工程师|山香教育|1-1.5万|郑州·金水·经八路|3-5年|本科|民营
郑州|python开发工程师|河南赛宜物联网有限公司|5000-9000元|郑州·金水·东风路|经验不限|大专|民营
郑州|Python实习生|滑县巨旺商贸有限公司|5000-8000元|郑州·金水·文化路|经验不限|大专|民营
郑州|python算法工程师|中音讯谷科技有限公司|8000-13000元|郑州·中原·石佛|3-5年|本科|民营
郑州|python开发工程师|河南九御博电电气工程有限公司|9000-18000元·13薪|郑州·金水·兴达路|3-5年|本科|民营
郑州|python软件工程师|北京捷科智诚科技有限公司|1.2-1.4万|郑州·管城·圃田|3-5年|本科|民营
郑州|python|软通动力信息技术(集团)股份有限公司|1-1.9万|郑州·金水·祭城路|经验不限|本科|民营
郑州|Python讲师|河南奇酷信息科技有限公司|1.2-2万|郑州·金水·南阳路|3-5年|本科|民营
郑州|Python实习生|河南赛宜物联网有限公司|6000-8000元|郑州·金水·东风路|经验不限|大专|民营
郑州|AI人工智能算法Python工程师|河南校信通教育科技有限公司|1.5-2.4万·20薪|郑州·金水·祭城路|3-5年|硕士|民营
郑州|python少儿编程辅导老师（双休/六险一金）|西安长泽辰星教育科技有限公司|8000-10000元|郑州·金水·祭城路|经验不限|本科|民营
郑州|后端开发工程师 （Python）|郑州信大先进技术研究院|1-1.5万|郑州·中原·枫杨|3-5年|本科|民营
郑州|少儿编程讲师、创客教师、scratch讲师、Python讲师|郑州米德网络科技有限公司|5000-8000元|郑州·管城·金岱|经验不限|大专|民营
郑州|Python开发科研助理(A252917)|牧原实验室|1-1.5万·13薪|郑州·管城·商都路|5-10年|本科|民营
郑州|Python工程师|郑州信大先进技术研究院|8000-13000元|郑州·枫杨|1-3年|本科|民营
郑州|数据分析主管+上市公司|三全食品|8000-15000元|郑州·惠济·新城|3-5年|本科|民营
郑州|软件测试工程师（有社保）|河南蔚禾信息科技有限公司|6000-9000元|郑州·金水·文化路|经验不限|大专|民营
郑州|高级软件工程师|安徽皖信人力资源管理有限公司|1-1.4万|郑州·金水·丰产路|5-10年|本科|民营
郑州|数据分析|河南东泠电子科技有限公司|7000-11000元|郑州·二七区·淮河路|3-5年|本科|民营
郑州|算法工程师|雪城数智科技(河南)有限公司|1-1.8万|郑州·中原·石佛|1-3年|硕士|民营
郑州|软件测试实习生（双休）|河南月慕信息科技有限公司|5000-7000元|郑州·金水·大石桥|经验不限|大专|民营
郑州|人工智能工程师|郑州恒正电子科技有限公司|1-1.8万|郑州·中原·石佛|1-3年|本科|民营
郑州|BI报表实施工程师（五险一金+班车+食宿）|河南逸祥卫生科技有限公司|8000-12000元|郑州·新密·岳村|5-10年|本科|民营
郑州|渗透测试工程师|濮阳市鹿特科技有限公司|5000-6000元·13薪|郑州·金水·丰产路|经验不限|学历不限|民营
郑州|数据开发工程师|郑州英贸企业管理咨询有限公司|1.5-2万|郑州·二七区·解放路|5-10年|本科|民营
郑州|双休软件测试助理|河南禾央科技有限公司|5000-9000元|郑州·金水·经八路|经验不限|大专|民营
郑州|高级全栈工程师|瓷金科技(河南)有限公司|8000-13000元|郑州·登封·卢店|3-5年|本科|民营
郑州|新能源软件测试工程师（双休不加班）|河南珏铎网络科技有限公司|8000-12000元|郑州·新郑·龙王|经验不限|大专|民营
郑州|初级软件测试工程师|郑州昂昱信息技术有限公司|8000-14000元|郑州·二七区·五里堡|1-3年|本科|民营
郑州|26届校招实习生|中原人工智能产业技术研究院|200-250元/天|郑州·金水·龙子湖|经验不限|硕士|民营
郑州|高级/资深大数据开发工程师|华企高科(北京)科技产业发展有限公司|1.2-1.6万|郑州·管城·圃田|经验不限|大专|国企
郑州|自动化工程师|河南亚菲品牌策划有限公司|5000-8000元|郑州·金水·文化路|经验不限|大专|民营
郑州|26届校招实习生|中原人工智能产业技术研究院|6000-12000元|郑州·金水·龙子湖|经验不限|硕士|民营
郑州|高级IT讲师|河南奇酷信息科技有限公司|8000-16000元|郑州·金水·南阳路|5-10年|本科|民营
郑州|大数据开发工程师|河南亚菲品牌策划有限公司|5000-8000元|郑州·金水·文化路|经验不限|大专|民营
郑州|算法工程师|河南伟达电子技术有限公司|1.4-2万|郑州·金水·杨金路|经验不限|本科|民营
郑州|影刀开发|郑州市千秋图书销售有限公司|6000-10000元|郑州·二七区·淮河路|1-3年|大专|民营
郑州|大数据开发工程师（数据采集方向）|河南逸祥卫生科技有限公司|7000-14000元|郑州·新密·岳村|5-10年|本科|民营
郑州|车载测试工程师|郑州顺筑信息科技有限公司|9000-12000元|郑州·中原·石佛|经验不限|大专|民营
郑州|大数据开发工程师/郑州|八六三软件|1-1.2万|郑州·管城·圃田|5-10年|大专|国企
郑州|电力系统运维工程师|河南新兵锋软件科技有限公司|6000-10000元|郑州·金水·杨金路|3-5年|本科|民营
郑州|青少年编程课程开发老师|河南北之海信息科技有限公司|5000-9000元|郑州·中原·沟赵|1-3年|本科|民营
郑州|数据开发【蚂蚁正编 大厂福利 线上面试】|外企德科数字技术有限公司|1.5-2.2万·15薪|郑州·管城·圃田|5-10年|本科|合资
郑州|无人机图像算法工程师|河南优翔宜飞科技有限公司|1-1.5万|郑州·管城·金岱|1-3年|硕士|民营
郑州|数据开发-全国出差岗|东华软件股份公司|面议|郑州·金水·丰产路|3-5年|本科|民营
郑州|数据开发（甲方直签，非外包）|外企德科数字技术有限公司|1.6-2.2万|郑州·管城·圃田|5-10年|本科|合资
郑州|医疗软件开发工程师|河南方和信息科技有限公司|5000-8000元|郑州·中原·石佛|1-3年|本科|民营
郑州|公办学校社团课老师（编程、无人机、机器人、3D打印）|河南美克教育科技有限公司|5000-8000元|郑州·金水·祭城路|1-3年|大专|民营
郑州|数据开发工程师（阿里系正编）|外企德科数字技术有限公司|1.2-2万|郑州·管城·圃田|3-5年|本科|合资
郑州|大数据开发经理|北京致品优创科技有限公司|1.1-1.5万|郑州·管城·圃田|5-10年|大专|民营
郑州|U3D|西仪服(郑州)科技有限公司|1-1.2万|郑州·中原·沟赵|3-5年|本科|民营
郑州|多模态分析算法实习生|郑州信大先进技术研究院|3000-5000元|郑州·中原·沟赵|1-3年|硕士|民营
郑州|CDN初级运维工程师|河南卿云信息技术有限公司|5000-8000元|郑州·金水·祭城路|经验不限|大专|民营
郑州|数据治理工程师|河南景信信息技术有限公司|8000-10000元|郑州·金水·祭城路|3-5年|大专|民营
郑州|后端技术工程师|河南锐伴传媒科技有限公司|5000-9000元·13薪|郑州·金水·丰庆路|经验不限|学历不限|民营
郑州|智能驾驶功能驾驶员|河南精诚勘测规划设计有限公司|8000-11000元|郑州·金水·丰产路|1-3年|大专|民营
郑州|新能源汽车智驾测试工程师|郑州棕铎汽车科技有限公司|7000-9000元|郑州·管城·城东路|经验不限|大专|民营
郑州|后端开发工程师|河南锐伴传媒科技有限公司|6000-9000元·13薪|郑州·金水·丰庆路|经验不限|学历不限|民营
郑州|对话算法工程师|郑州顺筑信息科技有限公司|8000-12000元|郑州·中原·石佛|经验不限|本科|民营
郑州|NGS生信算法开发工程师|安图生物|8000-15000元·13薪|郑州·管城·明湖街道|3-5年|硕士|民营
郑州|软件实习生|河南锐伴传媒科技有限公司|6000-9000元·13薪|郑州·金水·丰庆路|经验不限|学历不限|民营
郑州|移动端测试工程师|郑州德噢汽车科技有限公司|7000-9000元|郑州·管城·城东路|经验不限|大专|民营
郑州|数据开发工程师（BI方向）(J12573)|蜜雪冰城股份有限公司|1.5-2万|郑州·金水·祭城路|3-5年|本科|民营
郑州|java软件开发助理|河南锐伴传媒科技有限公司|4000-7000元·13薪|郑州·金水·丰庆路|经验不限|学历不限|民营
郑州|it培训讲师|威科姆|8000-10000元|郑州·中原·沟赵|3-5年|本科|民营
郑州|鸿蒙软件测试助理|河南赛宜物联网有限公司|5000-8000元|郑州·金水·东风路|经验不限|大专|民营
郑州|新能源汽车自动驾驶测试|郑州棕铎汽车科技有限公司|7000-11000元|郑州·管城·城东路|经验不限|大专|民营
郑州|JAVA+VUE全栈工程师（实习程序员）|上海玉带信息技术有限公司郑州分公司|1000-2000元|郑州·二七区·淮河路|经验不限|大专|民营
郑州|大数据开发实习生|河南璋纽文化传媒有限公司|6000-8000元·13薪|郑州·管城·金岱|经验不限|学历不限|民营
郑州|急招软件测试（Java方向）|河南月慕信息科技有限公司|6000-8000元|郑州·金水·大石桥|经验不限|大专|民营
郑州|全栈JAVA+VUE软件开发工程师（实习程序员）|上海玉带信息技术有限公司郑州分公司|1000-2000元|郑州·二七区·淮河路|经验不限|大专|民营
武汉|python后端开发工程师（现场一轮面试/民本也可以）|德科信息有限公司|8000-9000元|武汉·洪山·关山|1-3年|本科|民营
武汉|python软件开发工程师|武汉友睿科技有限公司|1.1-1.7万|武汉·江汉·汉兴街|1-3年|本科|民营
武汉|python开发工程师|软通动力信息技术(集团)股份有限公司|1-1.5万|武汉·洪山·花山|1-3年|本科|民营
武汉|武汉-JS\Python\Java\C\C++\Go\Golang\开发\测试|外企德科数字技术有限公司|1.5-3万·14薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|测控系统工程师（Python方向）|中科酷原科技(武汉)有限公司|8000-15000元·15薪|武汉·洪山·关山|经验不限|本科|民营
武汉|高级后端研发工程师（Java/python)|和世界(北京)科技有限公司|1.5-2万|武汉·硚口·荣华|5-10年|本科|民营
武汉|JAVA/ Python/C/C++/GO/数据开发|外企德科数字技术有限公司|1.8-3万|武汉·江夏·豹澥|经验不限|本科|合资
武汉|数据清洗 python 14K|上海同薪网络技术有限公司|1.1-1.4万|武汉·江夏|1-3年|本科|民营
武汉|python后端开发工程师|德科信息有限公司|9000-11000元|武汉·洪山·关山|1-3年|本科|民营
武汉|C/C#/C++/python/java/|外企德科数字技术有限公司|1-2万|武汉·江夏·豹澥|经验不限|本科|合资
武汉|python爬虫工程师|武汉市昌盛通信息有限公司|6000-10000元|武汉·洪山·关山|经验不限|本科|民营
武汉|python后端开发工程师|德科信息有限公司|8000-9000元|武汉·洪山·关山|1-3年|本科|民营
武汉|Java/C/C++/Python/JS 软件开发（多部门推荐）|外企德科数字技术有限公司|1.5-3万·14薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|初级Python开发（本科+8个月项目周期）|同方鼎欣科技股份有限公司|7000-8000元|武汉·洪山·关山|1-3年|本科|民营
武汉|python自动化测试|软通动力信息技术(集团)股份有限公司|8000-13000元|武汉·江夏·豹澥|1-3年|本科|民营
武汉|JAVA/C/C++/Python/go/web开发工程师 全国岗14薪，全额社保公积金 应届生/考研/考公失败可投|外企德科数字技术有限公司|1.5-3万·14薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|Python开发工程师 大型央企 周末双休 五险一金|正德人力资源股份有限公司|6000-9000元·13薪|武汉·江汉·常青街|1-3年|本科|民营
武汉|python开发工程师|软通动力信息技术(集团)股份有限公司|9000-14000元|武汉·洪山·花山|3-5年|本科|民营
武汉|不限语言-开发/测试岗位Java/C++/C/Python/|外企德科数字技术有限公司|1.8-3.5万·14薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|python培训讲师|武汉美和易思数字科技有限公司|8000-13000元|武汉·江夏·豹澥|1-3年|本科|民营
武汉|10K Python 双休 弹性工作时间 五险一金|上海同薪网络技术有限公司|9000-13000元|武汉·江夏|1-3年|本科|民营
武汉|软件工程师c/c++/python/java+双休|外企德科数字技术有限公司|2.2-2.3万·16薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|Python初级开发|武汉中科坤程信息产业有限公司|7000-9000元|武汉·汉阳·四新|1-3年|本科|民营
武汉|python后端开发工程师|湖北源辉科技有限公司|150-200元/天|武汉·武昌|经验不限|大专|民营
武汉|招 云计算/人工智能/Java/C语言/Python 开发测试工程师|外企德科数字技术有限公司|1.4-2.5万·15薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|自动化软件工程师（python）|软通动力信息技术(集团)股份有限公司|1-1.4万|武汉·江夏·龙泉|1-3年|大专|民营
武汉|python开发工程师|武汉默启智创科技有限公司|7000-14000元|武汉·青山·新沟桥|1-3年|本科|民营
武汉|java/c++/C/Python/前端开发工程师|外企德科数字技术有限公司|1.5-3万·14薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|Python开发（接受无经验）|软通动力信息技术(集团)股份有限公司|5000-10000元|武汉·江夏·豹澥|1-3年|本科|民营
武汉|python后端开发工程师实习生|湖北源辉科技有限公司|150-200元/天|武汉·武昌|经验不限|大专|民营
武汉|C/C++/Java/Python/JS软件开发/算法/数据|外企德科数字技术有限公司|1.7-3万·15薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|Python工程师|能事达电气股份有限公司|8000-15000元·13薪|武汉·洪山|经验不限|本科|民营
武汉|python开发|武汉盛典网络科技有限公司|1-1.5万|武汉·江岸|3-5年|学历不限|民营
武汉|python运维开发工程师|外企德科数字技术有限公司|1.1-2.2万|武汉·江夏·豹澥|1-3年|本科|合资
武汉|Python开发|中软国际|面议|武汉·江夏·豹澥|1-3年|硕士|民营
武汉|python开发|软通动力信息技术(集团)股份有限公司|8000-16000元|武汉·江夏·豹澥|经验不限|本科|民营
武汉|Java/Python/C/C++/测试/算法/前端岗|外企德科数字技术有限公司|1.2-2.4万·14薪|武汉·江夏·豹澥|经验不限|本科|合资
武汉|fae现场应用工程师（Python测试）|山东富锐光学科技有限公司|1-1.5万|武汉·江夏|3-5年|本科|民营
武汉|python算法工程师|软通动力信息技术(集团)股份有限公司|9000-13000元|武汉·洪山·花山|1-3年|本科|民营
武汉|软件开发工程师（Java，JS，Python，算法等都在招）|外企德科数字技术有限公司|1.3-2.6万|武汉·江夏·豹澥|经验不限|本科|合资
武汉|班主任---Python课程顾问|核桃编程|1.2-1.8万|武汉·洪山·关山|经验不限|大专|民营
