城市|职位名称|公司名称|薪资|地点|经验|学历|公司性质
石家庄|软件开发讲师|广西华智讯科技有限公司|9000-11000元|石家庄·桥西·东里|1-3年|本科|民营
石家庄|小学编程老师|石家庄瀚林投资有限公司|4000-8000元|石家庄·裕华·宋营|1-3年|大专|民营
石家庄|运维工程师|诚通互联(北京)科技有限公司|5000-8000元|石家庄·裕华·槐底|1-3年|本科|国企
石家庄|计算机视觉算法工程师|石家庄润米智能科技有限公司|8000-15000元|石家庄·裕华·建华南|3-5年|硕士|民营
石家庄|java软件开发工程师|河北梵钰科技有限公司|5000-8000元|石家庄·裕华·槐底|1-3年|本科|民营
石家庄|java软件开发工程师|河北国奥兴通科技有限公司|8000-10000元|石家庄·桥西·新石|3-5年|本科|民营
石家庄|双休-图像算法工程师|石家庄润米智能科技有限公司|1-1.5万|石家庄·裕华·建华南|3-5年|本科|民营
石家庄|数据研发工程师|河北诺亚德汇人力资源服务有限公司|1.2-2万|石家庄·裕华·长江|5-10年|本科|国企
石家庄|嵌入式工程师|鸿海环保|8000-13000元|石家庄·东开发区·长江|3-5年|本科|民营
石家庄|网络运维工程师|石家庄汇控鑫科技有限公司|6000-9000元|石家庄·长安·青园|经验不限|大专|民营
石家庄|信息化工程师|石家庄数英仪器有限公司|6000-10000元|石家庄·鹿泉·获鹿|1-3年|本科|民营
石家庄|【猿编程大厂直招】无责4500/六险一金|北京猿力未来科技有限公司|1.2-2万|石家庄·长安·中山东路|经验不限|大专|民营
石家庄|短期java工程师（10-13K）|石家庄诺亚诺栾人力资源有限公司|8000-13000元|石家庄·裕华·裕东|3-5年|大专|国企
石家庄|数据运维工程师|河北神玥软件科技股份有限公司|6000-9000元|石家庄·鹿泉·获鹿|1-3年|本科|民营
石家庄|python-猿编程-不招生-布不地推-纯坐班|北京猿力未来科技有限公司|1.2-2万|石家庄·长安·中山东路|经验不限|大专|民营
石家庄|即时通讯音视频会议开发工程师|河北鹏鹄信息科技有限公司|6000-12000元|石家庄·裕华·建华南|3-5年|大专|民营
石家庄|软件实施工程师（石家庄）|山东天演智能科技有限公司|6000-8000元·13薪|石家庄·桥西·红旗|1-3年|本科|民营
石家庄|销售数据分析主管|石家庄晨之光文具有限公司|5000-10000元·13薪|石家庄·长安·中山东路|1-3年|大专|民营
石家庄|程序员|河北览惠科技有限公司|7000-13000元|石家庄·裕华·裕东|3-5年|本科|民营
太原|python技术开发工程师|山西中博新创科技有限公司|4000-6000元|太原·小店·平阳路|1-3年|本科|民营
太原|python开发工程师|山西阳光三极科技股份有限公司|6000-9000元|太原·小店·西温庄|3-5年|本科|民营
太原|python开发工程师|山西胜标智能科技有限公司|8000-9000元|太原·迎泽·郝庄|1-3年|本科|民营
太原|算法python工程师|京北方|1-1.8万|太原·小店·平阳路|3-5年|本科|民营
太原|python算法工程师|山西华博晋淇电子信息技术有限公司|7000-12000元|太原·小店·平阳路|3-5年|本科|民营
太原|后端工程师|山西掌柜鼎科技股份有限公司|8000-16000元|太原·万柏林·千峰|5-10年|本科|民营
太原|软件测试工程师|山西新网科技有限公司|6000-10000元|太原·小店·平阳路|3-5年|大专|民营
太原|算法工程师|山西世恒铁路技术有限公司|8000-15000元|太原|经验不限|硕士|民营
太原|数据开发-全国出差岗|东华软件股份公司|面议|太原·小店·平阳路|3-5年|本科|民营
太原|工业大脑智能分析工程师（固废与碳循环利用研究中心）|清华大学山西清洁能源研究院|8000-11000元·13薪|太原·小店·西温庄|1-3年|本科|民营
太原|图像算法工程师|山西世恒铁路技术有限公司|8000-15000元|太原·小店·平阳路|经验不限|本科|民营
太原|数据开发（太原）|东华软件股份公司|面议|太原·小店·平阳路|3-5年|本科|民营
太原|算法工程师|山西智邦能源集团有限公司|1-1.5万|太原·小店·平阳路|1-3年|硕士|民营
太原|算法工程师（声学音频方向）15-25万+/年|山西世恒铁路技术有限公司|9000-18000元|太原·小店·平阳路|1-3年|本科|民营
太原|etl高级工程师|东华软件股份公司|8000-10000元|太原·三桥|3-5年|大专|民营
太原|java软件开发工程师|山西坚科控制技术有限公司|5000-8000元|太原·小店·西温庄|1-3年|本科|民营
太原|数据分析师|山西世恒铁路技术有限公司|6000-10000元|太原·小店·平阳路|1-3年|本科|民营
太原|JAVA开发工程师|山西春蕾健康管理咨询有限公司|8000-9000元|太原·晋源·义井|5-10年|本科|民营
太原|大数据开发工程师|北京百川聚才人力资源顾问有限公司|1-2万|太原·小店·营盘|3-5年|本科|民营
太原|大数据开发工程师|胜通和科技有限公司山西分公司|6000-8000元|太原·小店·西温庄|3-5年|本科|民营
太原|rpa开发工程师|山西中博新创科技有限公司|3000-6000元|太原·小店·平阳路|经验不限|大专|民营
太原|对日开发初级技术员到项目经理的全职位招聘|株式会社ProfaceSystems|2-4万|太原|1-3年|大专|民营
太原|智能分析工程师（固废与碳循环利用研究中心）|清华大学山西清洁能源研究院|8000-12000元·13薪|太原·小店·西温庄|1-3年|本科|民营
太原|防雷检测工程师|山西汇宁检测有限公司|6000-10000元|太原·万柏林·和平|经验不限|学历不限|民营
太原|测试工程师（五险一金双休）|山西和谐医疗健康中心有限公司|7000-10000元|太原·小店·平阳路|3-5年|大专|民营
太原|软件实施工程师（双休-五险一金-差补-接受无经验）|山西晟腾农业科技有限公司|7000-13000元|太原·万柏林·长风西街|经验不限|大专|民营
太原|测试工程师|北京阳禾雷格科技有限公司|6000-9000元·13薪|太原·小店·平阳路|经验不限|本科|民营
太原|java后端工程师|中投联合(山西)科技有限公司|8000-11000元|太原·小店·平阳路|3-5年|本科|民营
太原|算法工程师(J25740)|山西同方知网数字出版技术有限公司|7000-12000元·13薪|太原·小店·龙城|1-3年|本科|合资
太原|FPGA开发工程师|太原斯利德电子技术有限公司|7000-8000元|太原·小店·西温庄|3-5年|本科|民营
太原|测试工程师|中投联合(山西)科技有限公司|6000-8000元|太原·小店·平阳路|1-3年|本科|民营
太原|视觉算法处理工程师|太原特玛茹电子科技有限公司|7000-9000元·13薪|太原·小店·平阳路|1-3年|本科|民营
太原|软件开发工程师|山西宏润核安科技有限公司|5000-8000元|太原·小店·平阳路|经验不限|大专|民营
太原|数据库工程师|山西中创慧安信息技术有限公司|6000-8000元|太原·小店·龙城|3-5年|本科|民营
太原|智能问答系统开发工程师 / NLP 工程师 / AI 系统架构师|山西中博新创科技有限公司|6000-12000元|太原·小店·平阳路|3-5年|本科|民营
太原|招聘助理岗运维环保测试技术工程师|北京新桐环保工程有限公司|4000-8000元|太原·万柏林·东社|经验不限|本科|民营
太原|全栈工程师（双休，五险三金，十三薪）|山西易和学教育科技股份公司|8000-9000元|太原·万柏林·下元|3-5年|本科|民营
太原|rpa开发实施工程师|山西中博新创科技有限公司|100-150元/天|太原·小店·平阳路|经验不限|本科|民营
太原|java后端开发系统工程师|山西中创慧安信息技术有限公司|6000-9000元|太原·小店·龙城|3-5年|大专|民营
太原|开发工程师|山西联创新港信息科技有限公司|6000-10000元|太原·小店·平阳路|3-5年|本科|民营
太原|大模型助理工程师（应届生及1年内经验者）|清众科技|3000-5000元|太原·小店·西温庄|经验不限|本科|民营
太原|嵌入式软件开发工程师|山西聚能智慧矿山科技有限公司|8000-12000元|太原·小店·西温庄|3-5年|本科|民营
太原|java后端开发工程师|山西易和学教育科技股份公司|7000-8000元|太原·万柏林·下元|3-5年|本科|民营
太原|工业大脑智能分析工程师|热华能源股份有限公司|7000-10000元·14薪|太原·小店·西温庄|1-3年|本科|民营
太原|JAVA软件工程师|山西新太阳科技有限公司|7000-12000元|太原·小店·龙城|3-5年|本科|民营
太原|用友ERP报表开发工程师|太原市宏易科技有限公司|4000-8000元|太原·小店·平阳路|经验不限|大专|民营
太原|高级运维工程师|世德集团有限公司北京贸易分公司|1-1.5万|太原·小店·平阳路|3-5年|本科|民营
太原|工业大脑智能分析工程师（山西院）|北京衡燃科技有限公司|7000-10000元|太原·小店·西温庄|1-3年|本科|民营
太原|软件研发部部长|太原向明智控科技有限公司|1.2-1.5万|太原·小店·西温庄|3-5年|本科|民营
太原|网络与信息安全测评工程师|北京卓识网安技术股份有限公司|6000-12000元·13薪|太原·万柏林·长风西街|经验不限|本科|民营
太原|运维工程师助理双休|太原亿界电子商务有限公司|4000-8000元·13薪|太原·小店·营盘|经验不限|大专|民营
太原|软件开发工程师|山西科达自控股份有限公司|2.5-5万|太原·小店·平阳路|经验不限|博士|民营
太原|软件工程师（医疗器械 需出差）|北京悦琦创通科技有限公司|8000-12000元|太原·迎泽·郝庄|1-3年|本科|民营
太原|c++软件研发工程师|中兵长智科技有限责任公司|5000-8000元|太原·小店·平阳路|1-3年|本科|国企
太原|等级保护测评工程师|北京卓识网安技术股份有限公司|6000-12000元·13薪|太原·万柏林·长风西街|经验不限|本科|民营
太原|嵌入式软件工程师|山西万立科技有限公司|8000-10000元·13薪|太原·小店·龙城|经验不限|硕士|民营
太原|商品数据主管|山西基点实业集团有限公司|7000-10000元|太原·小店·营盘|3-5年|本科|民营
太原|嵌入式软件工程师|太原重型机械集团有限公司|1-2万|太原·小店·西温庄|3-5年|本科|国企
太原|【对日赴日软件工作】对日软件工程师/IT工程师 国内/日本|辛巴达软件|7000-14000元·13薪|太原·小店·太原高新区|1-3年|学历不限|民营
太原|电测上位机软件开发工程师|太原山互科技有限公司|3000-6000元·13薪|太原·小店·平阳路|1-3年|本科|民营
太原|java初级工程师|合肥幻界空间科技有限公司|9000-13000元|太原·小店·平阳路|经验不限|大专|民营
太原|赴日软件开发|株式会社レッツ·ビジネスブレーン|1-2万|太原·杏花岭·三桥|3-5年|大专|民营
呼和浩特|软件工程师（.NET/Go/Python方向）|内蒙古博驰能源科技有限公司|6000-9000元|呼和浩特·玉泉·小黑河|5-10年|本科|民营
呼和浩特|伊利2026届校招-人事信息化储备学生（总部）|伊利|5000-6000元|呼和浩特·土左旗|经验不限|本科|民营
呼和浩特|科研助理|中国农业大学|8000-10000元|呼和浩特·赛罕·乌兰察布东路|经验不限|本科|民营
呼和浩特|dba数据库工程师|南大通用数据|面议|呼和浩特·赛罕·乌兰察布东路|3-5年|本科|民营
呼和浩特|伊利2026年校招-人力资源部培训生-数据分析(总部)|伊利|1-1.5万|呼和浩特·土左旗|经验不限|硕士|民营
呼和浩特|数据库工程师|北京同上科技有限公司|1-2万|呼和浩特·新城·锡林北路|3-5年|学历不限|民营
呼和浩特|财务实习生（数据分析方向）(J36146)|新东方教育科技集团有限公司|80-100元/天|呼和浩特·赛罕·敕勒川路|经验不限|本科|民营
呼和浩特|总部审计部数据分析师（审计）|伊利|6000-10000元|呼和浩特·土左旗|3-5年|本科|民营
呼和浩特|嵌入式软件开发工程师|内蒙古博驰能源科技有限公司|7000-12000元|呼和浩特·玉泉·小黑河|5-10年|本科|民营
呼和浩特|智能聊天机器人开发工程师（嵌入式方向）|内蒙古御网科技有限责任公司|8000-10000元|呼和浩特·玉泉·昭君路|5-10年|大专|民营
呼和浩特|伊利2026届校招-人力信息系统储备学生（总部）|伊利|4000-6000元|呼和浩特·土左旗|经验不限|本科|民营
呼和浩特|招聘助理岗运维环保测试技术工程师|北京新桐环保工程有限公司|4000-8000元|呼和浩特·土左旗·察素齐|经验不限|本科|民营
呼和浩特|新城区linux运维工程师|内蒙古起立网络科技有限公司|7000-8000元|呼和浩特·新城·成吉思汗街|经验不限|大专|民营
呼和浩特|伊利液奶研发部数字化运营工程师|伊利|9000-11000元|呼和浩特·土左旗|经验不限|本科|民营
呼和浩特|系统管理员|内蒙古方鼎金荣企业服务有限责任公司|4000-6000元|呼和浩特·新城·东风路|经验不限|本科|民营
呼和浩特|机器人软件算法工程师|内蒙古求实智能科技有限公司|2-4万|呼和浩特·土左旗·沙尔沁|经验不限|本科|民营
呼和浩特|后端开发工程师|内蒙古中孚明丰农业科技有限公司|5000-7000元|呼和浩特·新城|1-3年|大专|民营
呼和浩特|后端开发工程师|内蒙古学鲤商业管理集团有限公司|5000-9000元|呼和浩特·赛罕·巴彦|3-5年|本科|民营
呼和浩特|运维实施工程师|欣荣惠信息技术有限公司|7000-9000元|呼和浩特·赛罕|1-3年|本科|民营
呼和浩特|中间件运维工程师|北京同上科技有限公司|1-1.4万|呼和浩特·赛罕·中专路|1-3年|学历不限|民营
呼和浩特|软件开发工程师|黑龙江联益智能系统股份有限公司|6000-12000元|呼和浩特·赛罕·中专路|3-5年|大专|民营
沈阳|Java实习生（或PYthon实习生）|沈阳星回科技有限公司|4000-6000元|沈阳·浑南·白塔|经验不限|大专|民营
沈阳|python全栈工程师|集镁科技集团有限公司|6000-9000元|沈阳·浑南·桃仙|3-5年|本科|民营
沈阳|Python开发工程师|辽宁宏图创展测绘勘察有限公司|7000-10000元|沈阳·浑南·白塔|1-3年|本科|民营
沈阳|python软件开发工程师（自然语言处理方向）|沈阳瞻言科技有限公司|8000-13000元|沈阳·浑南·白塔|3-5年|本科|民营
沈阳|python全栈工程师|上海弥彧科技有限公司|7000-11000元·13薪|沈阳·沈北·道义|3-5年|本科|民营
沈阳|Python 应用开发工程师（AI 方向）|辽宁北斗云数字科技有限公司|9000-13000元|沈阳·和平·马路湾|经验不限|本科|国企
沈阳|python全栈工程师|东软集团|1.3-1.8万|沈阳·浑南·白塔|5-10年|本科|合资
沈阳|python高级开发工程师|辽宁便利电科技有限公司|1-1.8万|沈阳·浑南·五三|3-5年|本科|民营
沈阳|python后端开发工程师|沈阳浑河工业有限责任公司|5000-7000元|沈阳·浑南·深井子|1-3年|大专|民营
沈阳|python后端开发工程师|东软集团|1-2万|沈阳·浑南·白塔|5-10年|本科|合资
沈阳|python研发|辽宁便利电科技有限公司|8000-15000元|沈阳·浑南·五三|3-5年|本科|民营
沈阳|Python工程师|辽宁北斗云数字科技有限公司|4000-8000元|沈阳·和平·北市场|1-3年|本科|国企
沈阳|Python实习讲师|沈阳市吉大计算机培训学校|4000-8000元|沈阳·沈河·五里河|经验不限|本科|民营
沈阳|python运维开发工程师|沈阳坤路达贸易有限公司|8000-10000元|沈阳·苏家屯·中兴|3-5年|本科|民营
沈阳|Matlab 与 Python 程序改造算法工程师|辽宁众城志达软件信息技术有限公司|7000-8000元|沈阳·沈河·北站|经验不限|本科|民营
沈阳|python后端开发工程师|沈阳恩图科技有限公司|7000-8000元·13薪|沈阳·沈河·北站|1-3年|本科|民营
沈阳|高级python后端开发工程师|辽宁精控节拍机器人有限公司|5000-10000元|沈阳·铁西·兴华|3-5年|本科|民营
沈阳|后端开发--初/中级|德科信息有限公司|1-1.3万|沈阳·和平·南市场|1-3年|本科|民营
沈阳|仿真系统集成工程师|辽宁铠甲电子科技有限公司|1-2万·13薪|沈阳·皇姑·舍利塔|经验不限|本科|民营
沈阳|机械配置工程师|信创智能科技(苏州)有限公司|4000-6000元|沈阳·和平·南湖|1-3年|本科|民营
沈阳|高级计算机视觉算法专家（大模型落地与昇腾原生部署方向）|辽宁金华泽信息技术服务有限公司|1.5-2万|沈阳·浑南·五三|5-10年|本科|民营
沈阳|AI研发工程师|辽宁刈麦人力资源管理有限公司|1.6-2万|沈阳·大东·上园|3-5年|硕士|民营
沈阳|全栈工程师|沈阳顺义科技股份有限公司|8000-12000元|沈阳·浑南·白塔|3-5年|本科|民营
沈阳|高级计算机视觉工程师|辽宁金华泽信息技术服务有限公司|1.2-2万|沈阳·浑南·五三|5-10年|本科|民营
沈阳|大数据工程师|大连青胜科技有限公司|8000-10000元|沈阳·沈河·朱剪炉|3-5年|本科|民营
沈阳|EDA 软件开发工程师（前端、后端）|沈阳亿水科技发展有限公司|1.5-3万|沈阳·浑南·浑河站东|5-10年|本科|民营
沈阳|数据开发工程师|集镁科技集团有限公司|6000-10000元|沈阳·浑南·桃仙|1-3年|本科|民营
沈阳|高级研发经理|智联猎头|2.9-4.5万|沈阳·铁西·兴华|5-10年|本科|民营
沈阳|php开发程序员|中洲玉脉(辽宁)电子商务科技有限公司|6000-9000元|沈阳·浑南·五三|3-5年|大专|民营
沈阳|软件研发经理|集镁科技集团有限公司|8000-12000元|沈阳·浑南·桃仙|1-3年|本科|民营
沈阳|少儿逻辑思维/科创老师（双休）|沈阳市浑南区纳智朋友幼儿园|4000-8000元|沈阳·沈河·朱剪炉|1-3年|本科|民营
沈阳|数据工程师|东华软件股份公司|面议|沈阳·沈河·北站|1-3年|本科|民营
沈阳|AI应用开发工程师（应届）|沈阳瞻言科技有限公司|5000-10000元|沈阳·浑南·白塔|经验不限|硕士|民营
沈阳|图像算法工程师|沈阳达因环保工程有限公司|8000-15000元·13薪|沈阳·铁西·中朝友谊街|1-3年|本科|民营
沈阳|数据开发（出差）|东华软件股份公司|面议|沈阳·皇姑·陵东|3-5年|本科|民营
沈阳|机器视觉研发工程师|沈阳中光电子有限公司|7000-12000元|沈阳·铁西·中朝友谊街|3-5年|本科|民营
沈阳|嵌入式软件工程师|江苏熙和医疗科技有限公司|1.5-2.5万|沈阳·浑南·白塔|1-3年|本科|民营
沈阳|AI算法工程师|睿戈智能科技(沈阳)有限公司|1.3-2.6万|沈阳·浑南·桃仙|3-5年|硕士|民营
沈阳|仿真软件工程师|沈阳微控飞轮技术股份有限公司|1-1.5万|沈阳·铁西·大潘|3-5年|本科|民营
沈阳|后台开发leader|辽宁金华泽信息技术服务有限公司|8000-12000元|沈阳·浑南·五三|3-5年|本科|民营
沈阳|游戏测试|沈阳市大东区重跃网络科技中心(个体工商户)|7000-9000元|沈阳·浑南·浑河站东|经验不限|本科|民营
沈阳|JAVA（AI 方向）|东软集团|1.3-1.8万|沈阳·浑南·白塔|3-5年|硕士|合资
沈阳|高级产品数据工程师|北京点为信息科技有限公司|1-1.3万|沈阳·沈河·五里河|5-10年|本科|民营
沈阳|dba数据库工程师|凯捷中国|8000-10000元·13薪|沈阳·沈河·北站|经验不限|学历不限|民营
沈阳|150/天机器人数据采集|河北云启科创企业服务有限公司|3000-5000元|沈阳·浑南·东湖|经验不限|大专|合资
沈阳|技术研发总监|辽宁铠甲电子科技有限公司|1.7-3万|沈阳·皇姑·舍利塔|经验不限|学历不限|民营
沈阳|数据开发（驻场）|彩讯科技股份有限公司|9000-10000元|沈阳·和平·南市场|3-5年|本科|民营
沈阳|软件工程师|辽宁沈抚辽港智能技术创新研究院有限公司|1.7-3万|沈阳·浑南·汪家|3-5年|本科|民营
沈阳|数据工程师（算法优化方向）|软通动力信息技术(集团)股份有限公司|1.1-1.4万|沈阳·沈河·风雨坛|5-10年|本科|民营
沈阳|大数据开发工程师（网关、大数据方向）|鱼快创领智能科技(南京)有限公司|1.2-2万|沈阳·沈河·朱剪炉|5-10年|本科|民营
沈阳|软件测试+周末双休|四川金掌柜人力资源有限公司|1.2-1.3万|沈阳·浑南·东湖|1-3年|学历不限|民营
沈阳|FAE/算法/NLP|软通动力信息技术(集团)股份有限公司|7000-12000元|沈阳·浑南·五三|经验不限|本科|民营
沈阳|测试工程师|中智沈阳经济技术合作有限公司|7000-11000元|沈阳·铁西·启工|3-5年|本科|国企
沈阳|it技术支持工程师|智联猎头|1.8-2.1万|沈阳·铁西·兴华|5-10年|本科|民营
沈阳|数据挖掘/建模/优化|辽宁新能数智科技有限公司|6000-12000元·13薪|沈阳·沈北·正良|经验不限|本科|民营
沈阳|自动化测试工程师|沈阳链供时代信息技术有限公司|3000-5000元|沈阳·沈河·北站|经验不限|本科|民营
沈阳|运动控制算法工程师|江西鑫通机械制造有限公司沈阳分公司|2-4万·15薪|沈阳·和平·太原街|经验不限|硕士|民营
沈阳|需求分析师 -开发背景|凯捷中国|9000-13000元·13薪|沈阳·沈河·北站|经验不限|本科|民营
沈阳|后端开发（辽宁金科）|德科信息有限公司|1-1.1万|沈阳·和平·南市场|3-5年|本科|民营
沈阳|运维工程师|安新自动化|5000-10000元|沈阳·浑南·桃仙|1-3年|本科|民营
沈阳|数据开发工程师|沈阳星回科技有限公司|4000-7000元|沈阳·浑南·白塔|经验不限|大专|民营
沈阳|开发工程师|明阳产业技术研究院(沈阳)有限公司|7000-9000元|沈阳·大东·万泉|3-5年|本科|民营
沈阳|软件开发、调试工程师(J11545)|中国钢研科技集团有限公司|5000-10000元|沈阳·浑南·五三|经验不限|大专|国企
沈阳|图像算法工程师|华软科技股份有限公司|2-4万|沈阳·苏家屯·沈水|5-10年|硕士|民营
沈阳|PHP技术主管|万类生物|7000-10000元|沈阳·沈北·虎石台|3-5年|大专|民营
沈阳|电商数据分析师|沈阳市瓀棠网络科技有限公司|6000-8000元|沈阳·沈河·北站|经验不限|大专|民营
沈阳|测试工程师|辽宁惠康检测评价技术有限公司|6000-10000元|沈阳·浑南·浑河站东|1-3年|本科|民营
沈阳|运维开发工程师（沈阳）|明阳产业技术研究院(沈阳)有限公司|7000-9000元|沈阳·大东·万泉|3-5年|本科|民营
沈阳|数据开发工程师|南京迈特望科技股份有限公司|6000-8000元|沈阳·浑南·五三|3-5年|本科|民营
沈阳|车载接口自动化测试|软通动力信息技术(集团)股份有限公司|6000-9000元|沈阳·浑南·五三|1-3年|大专|民营
沈阳|数据分析师|沈阳红梅食品有限公司|5000-8000元|沈阳·沈北·辉山|经验不限|本科|民营
沈阳|c++高级软件工程师|沈阳航科瑞祥科技有限公司|1.1-1.8万|沈阳·于洪·陵西|3-5年|本科|民营
沈阳|大模型微调工程师|湘君建设工程有限公司|8000-15000元|沈阳·和平·南湖|经验不限|本科|民营
沈阳|java后端开发工程师|上海信缆智能科技有限公司|7000-10000元|沈阳·于洪·城东湖|3-5年|本科|民营
沈阳|软件测试工程师|沈阳市浑南区七个橙子传媒工作室(个体工商户)|6000-9000元·13薪|沈阳·浑南·白塔|3-5年|本科|民营
沈阳|后端开发工程师|沈阳顺义科技股份有限公司|8000-12000元|沈阳·铁西·大潘|3-5年|本科|民营
沈阳|软件工程师助理|辽宁博颂科技有限公司|3000-6000元|沈阳·和平·南湖|经验不限|大专|民营
沈阳|rpa实施工程师|凯捷中国|9000-12000元·13薪|沈阳·铁西·大潘|3-5年|本科|民营
沈阳|大语言模型算法工程师|北京中宏联工程技术有限公司|2.2-2.5万|沈阳·沈河·朱剪炉|3-5年|本科|国企
沈阳|决策规划算法工程师|睿戈智能科技(沈阳)有限公司|1.5-3万|沈阳·浑南·桃仙|经验不限|本科|民营
沈阳|算法工程师 （计算机视觉方向）|沈阳新松机器人自动化股份有限公司|1.5-3万|沈阳·浑南·桃仙|3-5年|硕士|民营
沈阳|数据工程师-制造业|北京中宏联工程技术有限公司|1.6-2.5万|沈阳·沈河·朱剪炉|3-5年|本科|国企
沈阳|上位机软件开发工程师|海恩达|1-1.5万|沈阳·沈河·北站|1-3年|本科|民营
沈阳|嵌入式软件工程师|沈阳天仁合一科技有限公司|8000-16000元|沈阳·浑南·白塔|1-3年|本科|民营
沈阳|实习算法工程师（工业智能诊断）|沈阳鼓风机集团测控技术有限公司|130-150元/天|沈阳·铁西·中朝友谊街|经验不限|硕士|国企
沈阳|大模型开发工程师|辽宁金誉科技工程有限公司|8000-9000元|沈阳·和平·南湖|1-3年|本科|民营
沈阳|资深算法工程师|沈阳智核医疗科技有限公司|1.3-2.2万·14薪|沈阳·浑南·白塔|经验不限|硕士|民营
沈阳|数据分析专家|北京中宏联工程技术有限公司|1.3-1.5万|沈阳·沈河·朱剪炉|3-5年|本科|国企
沈阳|软件测试工程师|创实无限信息技术(沈阳)有限公司|5000-9000元|沈阳·沈河·北站|经验不限|本科|民营
沈阳|物理与算法资深工程师|沈阳智核医疗科技有限公司|1.3-2.2万·13薪|沈阳·浑南·白塔|经验不限|硕士|民营
沈阳|AI应用工程师|辽宁北斗云数字科技有限公司|8000-15000元|沈阳·和平·马路湾|1-3年|本科|国企
沈阳|模型工程师|沈阳华盛冶金技术与装备有限责任公司|1.5-2万|沈阳·和平·南湖|3-5年|大专|民营
沈阳|java开发实习生|辽宁岳能科技有限公司|3000-4000元|沈阳·浑南·浑河站东|经验不限|硕士|民营
沈阳|中医RAG知识库工程师|湘君建设工程有限公司|8000-15000元|沈阳·和平·南湖|经验不限|本科|民营
沈阳|信息安全工程师|沈阳和数科技有限公司|8000-10000元|沈阳·和平·南湖|1-3年|大专|民营
沈阳|开发设计工程师|辽宁刈麦人力资源管理有限公司|1-1.5万|沈阳·沈河·北站|3-5年|本科|民营
沈阳|研发中心实习生|沈阳尚源智慧科技有限公司|100-150元/天|沈阳·浑南·白塔|经验不限|本科|民营
沈阳|中级Java开发工程师|美林数据技术股份有限公司|8000-12000元|沈阳·皇姑·三台子|1-3年|本科|民营
沈阳|软件测试|沈阳市大东区重跃网络科技中心(个体工商户)|6000-8000元|沈阳·浑南·浑河站东|经验不限|本科|民营
沈阳|大语言模型算法工程师|辽宁便利电科技有限公司|1.5-3万|沈阳·浑南·五三|3-5年|本科|民营
长春|Python一周休两天|河北谱飞科特人力资源服务有限公司|1-1.2万|长春·九台·南岭|经验不限|学历不限|民营
长春|智能算法工程师（python）只要毕业三年内的|吉林省中遥科技有限公司|5000-10000元|长春·绿园·春城|经验不限|硕士|民营
长春|python后端开发工程师|深圳捌年文创科技有限公司|6000-12000元|长春·朝阳|3-5年|本科|民营
长春|数据应用与小程序开发工程师|长春经济技术开发区金太阳幼儿园|8000-12000元|长春·朝阳·桂林|1-3年|本科|民营
长春|后端开发工程师|中智沈阳经济技术合作有限公司|7000-11000元|长春·南关·明珠|3-5年|本科|国企
长春|AI遥感算法工程师|中农阳光(吉林省)大数据集团有限公司|7000-12000元|长春·二道·东方广场|经验不限|硕士|民营
长春|中级NLP模型工程师|达仁科技有限公司|1-1.5万·13薪|长春·朝阳|5-10年|本科|民营
长春|2数据技能岗位|吉林省迅威人力资源有限公司|5000-7000元|长春·绿园·西新|1-3年|大专|民营
长春|少儿编程教师|高新技术产业开发区工大天才智能机器人中心|4000-8000元|长春·朝阳·湖西|1-3年|本科|民营
长春|软件研发部总经理|达仁科技有限公司|1.5-2万·13薪|长春·朝阳|经验不限|本科|民营
长春|应用开发JAVA一周休两天|河北谱飞科特人力资源服务有限公司|1-1.1万|长春·九台·南岭|经验不限|学历不限|民营
长春|TD|吉林吉动文化艺术集团股份有限公司|5000-8000元|长春·朝阳|3-5年|本科|民营
长春|初级算法工程师|吉林瑞电科技有限公司|4000-6000元|长春·宽城·奋进|经验不限|本科|民营
长春|数据开发工程师|长春风火轮科技有限公司|6000-11000元|长春·南关·曙光|5-10年|本科|民营
长春|数据科学工程师岗|大连泰兰特人力资源有限公司|2-2.5万|长春·南关·新立城|3-5年|本科|民营
长春|系统开发工程师|金豆投资控股集团有限公司|6000-8000元|长春·南关·临河|5-10年|本科|民营
长春|arduino 单片机智能硬件教师|高新技术产业开发区工大天才智能机器人中心|5000-10000元|长春·朝阳·湖西|1-3年|本科|民营
长春|网络测试工程师|吉林省鸣建科技有限责任公司|4000-7000元|长春·南关·明珠|经验不限|学历不限|民营
长春|算法工程师（化学方向）|长春海谱润斯科技股份有限公司|7000-14000元|长春·宽城·奋进|经验不限|硕士|民营
长春|大数据开发工程师|吉林省雯渡科技有限公司|1.1-1.3万·13薪|长春·南关·新立城|3-5年|大专|民营
长春|算法设计工程师|长春迈克赛德医疗科技有限公司|1-1.7万|长春·宽城·奋进|3-5年|硕士|民营
长春|AI工程师助理|讯联科技(吉林省)有限公司|6000-12000元|长春·绿园·春城|1-3年|本科|民营
长春|实施工程师|吉林省雯渡科技有限公司|7000-9000元·13薪|长春·二道·荣光|经验不限|大专|民营
长春|显示屏测试工程师|富赛汽车电子有限公司|1-1.3万·14薪|长春·绿园·西新|3-5年|本科|国企
长春|对日开发初级技术员到项目经理的全职位招聘|株式会社ProfaceSystems|2-4万|长春|1-3年|大专|民营
长春|后端开发工程师|吉林省雯渡科技有限公司|1-1.2万·13薪|长春·二道·荣光|3-5年|大专|民营
